epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,train/depth_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,val/depth_loss,lr/pg0,lr/pg1,lr/pg2
69,1860.11,2.03638,4.72685,6.31783,0.02336,0.83647,0.40628,0.02757,0.00934,0.00153,0.00049,0.0217,0.00642,0.00029,0.0001,1.97053,4.67097,6.53078,0.02518,0,0,0.000393557,0.000393557,0.000393557
70,1886.91,2.05117,4.72925,6.33678,0.02357,0.83319,0.40627,0.02721,0.00855,0.00185,0.00064,0.02056,0.00504,0.00024,0.0001,1.97397,4.68715,6.54837,0.02526,0,0,0.000388844,0.000388844,0.000388844
71,1913.77,2.04098,4.78596,6.33241,0.02378,0.85239,0.40219,0.02594,0.00797,0.00163,0.00049,0.01893,0.0041,0.00021,9e-05,1.97322,4.70099,6.5636,0.0252,0,0,0.000384132,0.000384132,0.000384132
72,1940.95,2.03498,4.74493,6.34203,0.02333,0.83233,0.40591,0.02649,0.00799,0.00144,0.00048,0.01885,0.00428,0.00023,0.0001,1.97139,4.6595,6.54461,0.02521,0,0,0.00037942,0.00037942,0.00037942
73,1967.71,2.03859,4.76294,6.32696,0.02353,0.84285,0.40292,0.02514,0.00788,0.0018,0.00063,0.01977,0.00471,0.00026,0.0001,1.98034,4.72453,6.55128,0.02533,0,0,0.000374707,0.000374707,0.000374707
74,1993.73,2.02285,4.75336,6.34003,0.02338,0.8506,0.40113,0.024,0.00778,0.00161,0.00048,0.0171,0.00394,0.00021,9e-05,1.97675,4.71651,6.55055,0.02527,0,0,0.000369995,0.000369995,0.000369995
75,2020.07,2.03572,4.79344,6.33051,0.0237,0.85567,0.40221,0.02476,0.00739,0.00187,0.00064,0.02033,0.00448,0.00023,9e-05,1.97549,4.7009,6.54802,0.02523,0,0,0.000365282,0.000365282,0.000365282
76,2045.92,2.02702,4.75194,6.34021,0.02351,0.84452,0.40295,0.02417,0.00728,0.00166,0.00049,0.02,0.00458,0.00025,0.0001,1.97008,4.68418,6.55309,0.02517,0,0,0.00036057,0.00036057,0.00036057
77,2071.61,2.0291,4.76385,6.34882,0.02326,0.83479,0.4025,0.02708,0.00831,0.0015,0.00047,0.01976,0.00444,0.00023,9e-05,1.97025,4.6866,6.55484,0.02519,0,0,0.000355858,0.000355858,0.000355858
78,2097.39,2.03851,4.76585,6.34174,0.02361,0.84884,0.4039,0.02807,0.00847,0.00155,0.00048,0.02125,0.00475,0.00023,0.0001,1.97829,4.71685,6.58409,0.02531,0,0,0.000351145,0.000351145,0.000351145
79,2124.24,2.03878,4.76105,6.34257,0.02362,0.85313,0.40282,0.02588,0.00808,0.00186,0.00065,0.01989,0.00442,0.00027,0.00011,1.97148,4.69091,6.55127,0.02515,0,0,0.000346433,0.000346433,0.000346433
80,2151,2.04546,4.81415,6.34127,0.02394,0.86109,0.40354,0.02497,0.00802,0.00145,0.00047,0.02038,0.00503,0.00025,0.0001,1.98024,4.72309,6.57096,0.02528,0,0,0.00034172,0.00034172,0.00034172
81,2177.94,2.03719,4.74692,6.32832,0.02342,0.84093,0.40141,0.02738,0.00865,0.00147,0.00048,0.01821,0.00408,0.00021,0.0001,1.97308,4.67058,6.55477,0.0253,0,0,0.000337008,0.000337008,0.000337008
