epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,train/depth_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,val/depth_loss,lr/pg0,lr/pg1,lr/pg2
93,3197.76,2.66108,4.70016,5.87464,0.03322,0.79994,0.73366,0.03963,0.00365,0.0012,0.00031,0.02401,0.00187,0.00023,0.00011,2.57654,4.65146,6.01473,0.03487,0,0,0.000280459,0.000280459,0.000280459
94,3232.04,2.65486,4.70289,5.86093,0.03345,0.80739,0.73009,0.03565,0.00383,0.00121,0.00031,0.02013,0.00171,0.0002,0.0001,2.57604,4.64705,6.00532,0.03482,0,0,0.000275747,0.000275747,0.000275747
95,3267.21,2.65915,4.70346,5.86835,0.03315,0.79888,0.73047,0.03474,0.00383,0.00119,0.00031,0.02309,0.00177,0.00021,0.0001,2.57499,4.64906,6.01025,0.03485,0,0,0.000271034,0.000271034,0.000271034
96,3302.36,2.65462,4.70526,5.87856,0.03284,0.79264,0.72314,0.03518,0.00355,0.00123,0.00033,0.02272,0.00177,0.00021,0.0001,2.57627,4.63458,6.0081,0.03484,0,0,0.000266322,0.000266322,0.000266322
97,3337.55,2.66106,4.6975,5.86151,0.0328,0.79603,0.72531,0.03438,0.00352,0.00121,0.00032,0.02002,0.00168,0.00021,0.0001,2.57393,4.63837,5.99422,0.03489,0,0,0.00026161,0.00026161,0.00026161
98,3371.18,2.66177,4.69792,5.86767,0.03313,0.80288,0.72545,0.03147,0.00331,0.0012,0.00037,0.0156,0.00146,0.00019,0.0001,2.57323,4.64361,6.00636,0.0348,0,0,0.000256897,0.000256897,0.000256897
99,3404.61,2.65468,4.71628,5.86676,0.03295,0.79642,0.7304,0.03803,0.00405,0.00121,0.00031,0.02317,0.00187,0.00022,0.0001,2.57275,4.63909,5.99017,0.03479,0,0,0.000252185,0.000252185,0.000252185
100,3438.17,2.65391,4.71452,5.87068,0.03314,0.80624,0.73684,0.032,0.0037,0.00119,0.0003,0.01864,0.00158,0.00019,0.0001,2.57658,4.65163,6.005,0.03487,0,0,0.000247472,0.000247472,0.000247472
101,3471.93,2.66339,4.70701,5.86548,0.03313,0.79747,0.73646,0.02983,0.00352,0.00118,0.0003,0.01786,0.00152,0.00018,0.0001,2.57723,4.64281,6.00379,0.03485,0,0,0.00024276,0.00024276,0.00024276
102,3506.7,2.65745,4.71116,5.86687,0.03326,0.80351,0.73439,0.03142,0.00364,0.00117,0.0003,0.01733,0.00152,0.00017,9e-05,2.57822,4.64065,6.00603,0.03484,0,0,0.000238048,0.000238048,0.000238048
103,3541.34,2.65923,4.7213,5.86102,0.03328,0.80315,0.71488,0.03091,0.00358,0.00115,0.00028,0.01239,0.0014,0.00017,9e-05,2.57774,4.65163,6.00368,0.03486,0,0,0.000233335,0.000233335,0.000233335
104,3575.07,2.64949,4.69311,5.88034,0.03335,0.80641,0.72461,0.03395,0.00377,0.00119,0.0003,0.02012,0.00171,0.00021,0.0001,2.58015,4.65818,6.00979,0.03489,0,0,0.000228623,0.000228623,0.000228623
105,3609.49,2.65094,4.71485,5.87704,0.03314,0.8093,0.73129,0.031,0.00339,0.00123,0.00032,0.0189,0.00161,0.0002,0.0001,2.57983,4.64627,6.0156,0.0349,0,0,0.00022391,0.00022391,0.00022391
106,3643.33,2.6536,4.71049,5.8676,0.03286,0.7988,0.71812,0.03181,0.0038,0.00119,0.00037,0.01914,0.00168,0.0002,0.0001,2.57658,4.64423,5.99663,0.03488,0,0,0.000219198,0.000219198,0.000219198
107,3678.23,2.65234,4.70494,5.86389,0.03301,0.8021,0.71497,0.03518,0.00389,0.00117,0.0003,0.02025,0.00171,0.00021,0.0001,2.57578,4.65019,6.01463,0.03482,0,0,0.000214486,0.000214486,0.000214486
108,3713.02,2.64841,4.6981,5.86257,0.03285,0.7978,0.72383,0.03011,0.0037,0.0012,0.0003,0.01558,0.00152,0.00018,0.0001,2.57471,4.63388,5.99693,0.03483,0,0,0.000209773,0.000209773,0.000209773
109,3748.84,2.65484,4.7054,5.87396,0.0333,0.80635,0.71576,0.02993,0.0036,0.00129,0.00036,0.01886,0.00161,0.00021,0.0001,2.58329,4.66678,6.0065,0.03489,0,0,0.000205061,0.000205061,0.000205061
110,3783.95,2.65904,4.69658,5.86643,0.03275,0.79694,0.72352,0.03502,0.00361,0.00125,0.00033,0.02121,0.00177,0.00021,0.0001,2.57508,4.63785,5.99536,0.03487,0,0,0.000200348,0.000200348,0.000200348
